Suburb,Price,Method,Date,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Hughesdale,677500,PI,30/07/2016,Monash,-37.9084,145.0775,Southern Metropolitan,3145
Hughesdale,998000,S,8/04/2017,Monash,-37.9031,145.0804,Southern Metropolitan,3145
Hughesdale,1340000,S,13/05/2017,Monash,-37.8919,145.0781,Southern Metropolitan,3145
Hughesdale,2190000,S,20/05/2017,Monash,-37.8938,145.0785,Southern Metropolitan,3145
Hughesdale,980000,S,20/05/2017,Monash,-37.9021,145.0837,Southern Metropolitan,3145
Hughesdale,720000,SA,29/04/2017,Monash,-37.9087,145.0799,Southern Metropolitan,3145
Hughesdale,1203500,S,27/05/2017,Monash,-37.89829,145.08141,Southern Metropolitan,3145
Hughesdale,1250000,VB,27/05/2017,Monash,-37.90192,145.0756,Southern Metropolitan,3145
Hughesdale,1475000,S,8/07/2017,Monash,-37.90403,145.08118,Southern Metropolitan,3145
Hughesdale,1570000,VB,12/08/2017,Monash,-37.9016,145.08294,Southern Metropolitan,3145
Hughesdale,472000,S,22/07/2017,Monash,-37.89369,145.08354,Southern Metropolitan,3145
Huntingdale,750000,S,1/07/2017,Monash,-37.90415,145.10504,Southern Metropolitan,768
Huntingdale,1093800,S,17/06/2017,Monash,-37.90805,145.10684,Southern Metropolitan,768
Huntingdale,1145000,S,17/06/2017,Monash,-37.90822,145.11146,Southern Metropolitan,768
Huntingdale,990000,VB,29/07/2017,Monash,-37.90904,145.10903,Southern Metropolitan,768
Huntingdale,1080000,S,3/09/2017,Monash,-37.9028,145.10605,Southern Metropolitan,768
Huntingdale,1205000,SA,23/09/2017,Monash,-37.90823,145.10851,Southern Metropolitan,768
Huntingdale,1190000,SA,26/08/2017,Monash,-37.9089,145.11236,Southern Metropolitan,768
Hurstbridge,790000,S,12/08/2017,Nillumbik,-37.63826,145.1991,Northern Victoria,1345
Hurstbridge,600000,S,9/09/2017,Nillumbik,-37.637,145.20166,Northern Victoria,1345
Ivanhoe,480000,VB,3/09/2016,Banyule,-37.77,145.0472,Eastern Metropolitan,5549
Ivanhoe,430000,VB,3/12/2016,Banyule,-37.7662,145.0516,Eastern Metropolitan,5549
Ivanhoe,460000,SP,3/12/2016,Banyule,-37.7759,145.043,Eastern Metropolitan,5549
Ivanhoe,1601000,S,3/12/2016,Banyule,-37.7662,145.04,Eastern Metropolitan,5549
Ivanhoe,2265000,S,4/03/2017,Banyule,-37.7652,145.041,Eastern Metropolitan,5549
Ivanhoe,1680000,VB,4/03/2017,Banyule,-37.7714,145.0455,Eastern Metropolitan,5549
Ivanhoe,440000,SP,4/03/2017,Banyule,-37.7711,145.047,Eastern Metropolitan,5549
Ivanhoe,2350000,S,4/03/2017,Banyule,-37.7641,145.0501,Eastern Metropolitan,5549
Ivanhoe,962000,S,4/03/2017,Banyule,-37.7668,145.0434,Eastern Metropolitan,5549
Ivanhoe,981000,S,4/06/2016,Banyule,-37.76,145.0326,Eastern Metropolitan,5549
Ivanhoe,2400000,S,4/06/2016,Banyule,-37.7727,145.0484,Eastern Metropolitan,5549
Ivanhoe,890000,S,4/06/2016,Banyule,-37.766,145.0345,Eastern Metropolitan,5549
Ivanhoe,490000,S,7/05/2016,Banyule,-37.7669,145.0505,Eastern Metropolitan,5549
Ivanhoe,739000,S,7/05/2016,Banyule,-37.7702,145.0493,Eastern Metropolitan,5549
Ivanhoe,1340000,S,7/05/2016,Banyule,-37.7614,145.0433,Eastern Metropolitan,5549
Ivanhoe,785000,S,7/11/2016,Banyule,-37.7551,145.05,Eastern Metropolitan,5549
Ivanhoe,1155000,S,7/11/2016,Banyule,-37.7773,145.0379,Eastern Metropolitan,5549
Ivanhoe,1300000,S,7/11/2016,Banyule,-37.7726,145.0396,Eastern Metropolitan,5549
Ivanhoe,1020000,S,10/09/2016,Banyule,-37.7568,145.0355,Eastern Metropolitan,5549
Ivanhoe,1796000,S,10/09/2016,Banyule,-37.7768,145.0409,Eastern Metropolitan,5549
Ivanhoe,790000,S,10/09/2016,Banyule,-37.7654,145.036,Eastern Metropolitan,5549
Ivanhoe,1465000,S,10/09/2016,Banyule,-37.7635,145.039,Eastern Metropolitan,5549
Ivanhoe,855000,S,10/12/2016,Banyule,-37.765,145.0422,Eastern Metropolitan,5549
Ivanhoe,705000,S,10/12/2016,Banyule,-37.7679,145.0452,Eastern Metropolitan,5549
Ivanhoe,504000,S,10/12/2016,Banyule,-37.7712,145.0455,Eastern Metropolitan,5549
Ivanhoe,413000,S,10/12/2016,Banyule,-37.7591,145.0501,Eastern Metropolitan,5549
Ivanhoe,1010000,S,10/12/2016,Banyule,-37.7554,145.0516,Eastern Metropolitan,5549
Ivanhoe,1220000,S,11/02/2017,Banyule,-37.7634,145.0361,Eastern Metropolitan,5549
Ivanhoe,1605000,S,12/11/2016,Banyule,-37.7702,145.0398,Eastern Metropolitan,5549
Ivanhoe,587000,S,12/11/2016,Banyule,-37.7634,145.0406,Eastern Metropolitan,5549
Ivanhoe,475000,SP,12/11/2016,Banyule,-37.7707,145.0471,Eastern Metropolitan,5549
Ivanhoe,1075000,S,14/05/2016,Banyule,-37.7616,145.0322,Eastern Metropolitan,5549
Ivanhoe,465000,S,14/05/2016,Banyule,-37.7744,145.0415,Eastern Metropolitan,5549
Ivanhoe,610000,VB,15/10/2016,Banyule,-37.7577,145.0358,Eastern Metropolitan,5549
Ivanhoe,690000,S,15/10/2016,Banyule,-37.7671,145.0408,Eastern Metropolitan,5549
Ivanhoe,1535000,S,15/10/2016,Banyule,-37.7674,145.0392,Eastern Metropolitan,5549
Ivanhoe,1470000,VB,15/10/2016,Banyule,-37.7565,145.0506,Eastern Metropolitan,5549
Ivanhoe,1486000,S,15/10/2016,Banyule,-37.7634,145.0439,Eastern Metropolitan,5549
Ivanhoe,420000,SP,16/04/2016,Banyule,-37.7772,145.0414,Eastern Metropolitan,5549
Ivanhoe,750000,S,16/04/2016,Banyule,-37.765,145.0407,Eastern Metropolitan,5549
Ivanhoe,460000,VB,16/04/2016,Banyule,-37.7662,145.0516,Eastern Metropolitan,5549
Ivanhoe,1615000,S,16/07/2016,Banyule,-37.7668,145.038,Eastern Metropolitan,5549
Ivanhoe,1730000,S,17/09/2016,Banyule,-37.7591,145.04,Eastern Metropolitan,5549
Ivanhoe,779000,S,17/09/2016,Banyule,-37.7635,145.0464,Eastern Metropolitan,5549
Ivanhoe,1850000,S,18/03/2017,Banyule,-37.7659,145.0392,Eastern Metropolitan,5549
Ivanhoe,1910000,S,18/03/2017,Banyule,-37.7784,145.0394,Eastern Metropolitan,5549
Ivanhoe,2600000,S,18/06/2016,Banyule,-37.7765,145.0427,Eastern Metropolitan,5549
Ivanhoe,500000,PI,19/11/2016,Banyule,-37.7634,145.0406,Eastern Metropolitan,5549
Ivanhoe,950000,VB,19/11/2016,Banyule,-37.7601,145.0363,Eastern Metropolitan,5549
Ivanhoe,450000,S,19/11/2016,Banyule,-37.759,145.047,Eastern Metropolitan,5549
Ivanhoe,1102000,S,22/05/2016,Banyule,-37.7645,145.0314,Eastern Metropolitan,5549
Ivanhoe,1275000,VB,22/05/2016,Banyule,-37.7587,145.0426,Eastern Metropolitan,5549
Ivanhoe,1065000,S,22/05/2016,Banyule,-37.7581,145.0371,Eastern Metropolitan,5549
Ivanhoe,785000,S,22/08/2016,Banyule,-37.7618,145.0287,Eastern Metropolitan,5549
Ivanhoe,1223500,S,22/08/2016,Banyule,-37.758,145.0408,Eastern Metropolitan,5549
Ivanhoe,845000,S,22/08/2016,Banyule,-37.7679,145.0467,Eastern Metropolitan,5549
Ivanhoe,1720000,S,22/08/2016,Banyule,-37.7771,145.0448,Eastern Metropolitan,5549
Ivanhoe,1225000,SP,23/04/2016,Banyule,-37.7709,145.0425,Eastern Metropolitan,5549
Ivanhoe,630000,S,24/09/2016,Banyule,-37.7666,145.0356,Eastern Metropolitan,5549
Ivanhoe,1460000,S,24/09/2016,Banyule,-37.7707,145.0467,Eastern Metropolitan,5549
Ivanhoe,421000,SP,24/09/2016,Banyule,-37.7753,145.0419,Eastern Metropolitan,5549
Ivanhoe,2090000,S,25/02/2017,Banyule,-37.7705,145.0396,Eastern Metropolitan,5549
Ivanhoe,1758000,S,25/02/2017,Banyule,-37.7607,145.0456,Eastern Metropolitan,5549
Ivanhoe,700000,S,27/06/2016,Banyule,-37.7661,145.0354,Eastern Metropolitan,5549
Ivanhoe,1420000,S,27/11/2016,Banyule,-37.7653,145.0392,Eastern Metropolitan,5549
Ivanhoe,550000,PI,27/11/2016,Banyule,-37.757,145.0382,Eastern Metropolitan,5549
Ivanhoe,2595000,S,28/05/2016,Banyule,-37.7815,145.0403,Eastern Metropolitan,5549
Ivanhoe,710000,PI,28/08/2016,Banyule,-37.7582,145.034,Eastern Metropolitan,5549
Ivanhoe,650000,PI,28/08/2016,Banyule,-37.7694,145.0406,Eastern Metropolitan,5549
Ivanhoe,385000,SP,30/07/2016,Banyule,-37.7638,145.0458,Eastern Metropolitan,5549
Ivanhoe,990000,S,6/05/2017,Banyule,-37.7573,145.0496,Eastern Metropolitan,5549
Ivanhoe,1410000,S,6/05/2017,Banyule,-37.777,145.0414,Eastern Metropolitan,5549
Ivanhoe,970000,S,8/04/2017,Banyule,-37.7639,145.0377,Eastern Metropolitan,5549
Ivanhoe,1650000,PI,8/04/2017,Banyule,-37.7671,145.037,Eastern Metropolitan,5549
Ivanhoe,3020000,S,8/04/2017,Banyule,-37.7639,145.0506,Eastern Metropolitan,5549
Ivanhoe,1689000,S,13/05/2017,Banyule,-37.7615,145.0309,Eastern Metropolitan,5549
Ivanhoe,690000,VB,13/05/2017,Banyule,-37.7735,145.0403,Eastern Metropolitan,5549
Ivanhoe,1851000,S,13/05/2017,Banyule,-37.7817,145.0391,Eastern Metropolitan,5549
Ivanhoe,1110000,S,20/05/2017,Banyule,-37.7701,145.0385,Eastern Metropolitan,5549
Ivanhoe,1060000,S,29/04/2017,Banyule,-37.7679,145.0466,Eastern Metropolitan,5549
Ivanhoe,1350000,PI,3/06/2017,Banyule,-37.76737,145.03944,Eastern Metropolitan,5549
Ivanhoe,910000,S,3/06/2017,Banyule,-37.75822,145.05056,Eastern Metropolitan,5549
Ivanhoe,1300000,PI,3/06/2017,Banyule,-37.76538,145.04964,Eastern Metropolitan,5549
Ivanhoe,2380000,S,24/06/2017,Banyule,-37.76356,145.04135,Eastern Metropolitan,5549
Ivanhoe,1035000,S,24/06/2017,Banyule,-37.75725,145.03744,Eastern Metropolitan,5549
Ivanhoe,975000,SP,24/06/2017,Banyule,-37.76676,145.04333,Eastern Metropolitan,5549
Ivanhoe,1475000,S,27/05/2017,Banyule,-37.76353,145.02941,Eastern Metropolitan,5549
Ivanhoe,2100000,PI,8/07/2017,Banyule,-37.76086,145.05177,Eastern Metropolitan,5549
Ivanhoe,1510000,S,8/07/2017,Banyule,-37.75973,145.03808,Eastern Metropolitan,5549
Ivanhoe,880000,VB,8/07/2017,Banyule,-37.75842,145.05075,Eastern Metropolitan,5549
Ivanhoe,1320000,S,8/07/2017,Banyule,-37.76091,145.04437,Eastern Metropolitan,5549
Ivanhoe,2400000,S,12/08/2017,Banyule,-37.76778,145.03312,Eastern Metropolitan,5549
Ivanhoe,950000,VB,12/08/2017,Banyule,-37.75715,145.04965,Eastern Metropolitan,5549
Ivanhoe,880000,S,22/07/2017,Banyule,-37.7651,145.03452,Eastern Metropolitan,5549
Ivanhoe,985000,VB,22/07/2017,Banyule,-37.76758,145.03883,Eastern Metropolitan,5549
Ivanhoe,2250000,VB,29/07/2017,Banyule,-37.76231,145.05138,Eastern Metropolitan,5549
Ivanhoe,2530000,VB,29/07/2017,Banyule,-37.77671,145.04005,Eastern Metropolitan,5549
Ivanhoe,1200000,VB,26/08/2017,Banyule,-37.75722,145.044,Eastern Metropolitan,5549
Ivanhoe East,3850000,SP,3/12/2016,Banyule,-37.7769,145.0605,Eastern Metropolitan,1554
Ivanhoe East,1605000,S,6/08/2016,Banyule,-37.7741,145.0506,Eastern Metropolitan,1554
Ivanhoe East,470000,VB,6/08/2016,Banyule,-37.7713,145.0499,Eastern Metropolitan,1554
Ivanhoe East,2150000,S,7/05/2016,Banyule,-37.7767,145.0592,Eastern Metropolitan,1554
Ivanhoe East,1740000,S,7/11/2016,Banyule,-37.7759,145.063,Eastern Metropolitan,1554
Ivanhoe East,1660000,S,8/10/2016,Banyule,-37.7679,145.0673,Eastern Metropolitan,1554
Ivanhoe East,1260000,S,10/12/2016,Banyule,-37.7749,145.0568,Eastern Metropolitan,1554
Ivanhoe East,2200000,S,12/11/2016,Banyule,-37.7689,145.0665,Eastern Metropolitan,1554
Ivanhoe East,485000,S,13/08/2016,Banyule,-37.7699,145.0581,Eastern Metropolitan,1554
Ivanhoe East,1651000,S,16/07/2016,Banyule,-37.7749,145.0549,Eastern Metropolitan,1554
Ivanhoe East,1875000,PI,18/06/2016,Banyule,-37.7719,145.0582,Eastern Metropolitan,1554
Ivanhoe East,1797000,S,22/05/2016,Banyule,-37.7793,145.0654,Eastern Metropolitan,1554
Ivanhoe East,1050000,VB,22/08/2016,Banyule,-37.772,145.0538,Eastern Metropolitan,1554
Ivanhoe East,405000,S,28/08/2016,Banyule,-37.7767,145.0543,Eastern Metropolitan,1554
Ivanhoe East,2100000,S,6/05/2017,Banyule,-37.7752,145.0579,Eastern Metropolitan,1554
Ivanhoe East,2325000,PI,13/05/2017,Banyule,-37.7794,145.0647,Eastern Metropolitan,1554
Ivanhoe East,2400000,VB,13/05/2017,Banyule,-37.7715,145.0688,Eastern Metropolitan,1554
Ivanhoe East,1740000,S,20/05/2017,Banyule,-37.774,145.0654,Eastern Metropolitan,1554
Ivanhoe East,2525000,VB,3/06/2017,Banyule,-37.7714,145.05963,Eastern Metropolitan,1554
Ivanhoe East,535000,S,3/06/2017,Banyule,-37.77127,145.0499,Eastern Metropolitan,1554
Ivanhoe East,1853000,S,17/06/2017,Banyule,-37.77521,145.05426,Eastern Metropolitan,1554
Ivanhoe East,1640000,S,27/05/2017,Banyule,-37.77212,145.05813,Eastern Metropolitan,1554
Ivanhoe East,1601000,S,15/07/2017,Banyule,-37.77345,145.06098,Eastern Metropolitan,1554
Ivanhoe East,1535000,S,9/09/2017,Banyule,-37.77536,145.06295,Eastern Metropolitan,1554
Ivanhoe East,2040000,VB,23/09/2017,Banyule,-37.7709,145.05676,Eastern Metropolitan,1554
Jacana,551000,S,4/03/2017,Hume,-37.6885,144.9092,Northern Metropolitan,851
Jacana,350000,PI,7/05/2016,Hume,-37.6866,144.9086,Northern Metropolitan,851
Jacana,280000,PI,16/04/2016,Hume,-37.6859,144.9164,Northern Metropolitan,851
Jacana,425000,S,16/04/2016,Hume,-37.687,144.9084,Northern Metropolitan,851
Jacana,537000,S,18/03/2017,Hume,-37.6876,144.9095,Northern Metropolitan,851
Jacana,600000,S,22/05/2016,Hume,-37.6904,144.9121,Northern Metropolitan,851
Jacana,460000,PI,24/09/2016,Hume,-37.6889,144.9109,Northern Metropolitan,851
Jacana,611000,S,25/02/2017,Hume,-37.6862,144.913,Northern Metropolitan,851
Jacana,495000,S,27/11/2016,Hume,-37.6878,144.9112,Northern Metropolitan,851
Jacana,472500,S,28/05/2016,Hume,-37.6909,144.9136,Northern Metropolitan,851
Jacana,421000,S,30/07/2016,Hume,-37.6864,144.9111,Northern Metropolitan,851
Jacana,485000,SP,8/04/2017,Hume,-37.6822,144.9108,Northern Metropolitan,851
Jacana,618000,S,20/05/2017,Hume,-37.6875,144.9102,Northern Metropolitan,851
Jacana,650000,PI,1/07/2017,Hume,-37.6876,144.91167,Northern Metropolitan,851
Jacana,390000,S,1/07/2017,Hume,-37.68582,144.91638,Northern Metropolitan,851
Jacana,556000,S,24/06/2017,Hume,-37.68861,144.91065,Northern Metropolitan,851
Jacana,590500,S,27/05/2017,Hume,-37.68825,144.91484,Northern Metropolitan,851
Jacana,575500,S,8/07/2017,Hume,-37.68988,144.91113,Northern Metropolitan,851
Jacana,550000,SP,12/08/2017,Hume,-37.6845,144.90761,Northern Metropolitan,851
Jacana,559000,S,15/07/2017,Hume,-37.68599,144.91195,Northern Metropolitan,851
Jacana,528000,SP,22/07/2017,Hume,-37.68306,144.90928,Northern Metropolitan,851
Jacana,620500,S,29/07/2017,Hume,-37.68907,144.91459,Northern Metropolitan,851
Jacana,626000,S,16/09/2017,Hume,-37.68908,144.9116,Northern Metropolitan,851
Jacana,650000,S,19/08/2017,Hume,-37.68196,144.90661,Northern Metropolitan,851
Jacana,605000,S,23/09/2017,Hume,-37.68775,144.90942,Northern Metropolitan,851
Kealba,740000,SP,3/12/2016,Brimbank,-37.7311,144.8257,Western Metropolitan,1202
Kealba,500000,S,6/08/2016,Brimbank,-37.7359,144.8251,Western Metropolitan,1202
Kealba,365000,SP,7/05/2016,Brimbank,-37.7367,144.824,Western Metropolitan,1202
Kealba,570000,S,10/09/2016,Brimbank,-37.7369,144.8252,Western Metropolitan,1202
Kealba,515000,S,10/12/2016,Brimbank,-37.7392,144.8241,Western Metropolitan,1202
Kealba,1095000,S,15/10/2016,Brimbank,-37.7392,144.8299,Western Metropolitan,1202
Kealba,582000,SP,16/07/2016,Brimbank,-37.7375,144.8282,Western Metropolitan,1202
Kealba,545000,SP,16/07/2016,Brimbank,-37.7367,144.8246,Western Metropolitan,1202
Kealba,461000,S,19/11/2016,Brimbank,-37.7294,144.8216,Western Metropolitan,1202
Kealba,751000,S,19/11/2016,Brimbank,-37.7382,144.8292,Western Metropolitan,1202
Kealba,500000,SP,22/08/2016,Brimbank,-37.7336,144.8226,Western Metropolitan,1202
Kealba,560000,SP,24/09/2016,Brimbank,-37.7378,144.8264,Western Metropolitan,1202
Kealba,320000,VB,27/06/2016,Brimbank,-37.7328,144.8194,Western Metropolitan,1202
Kealba,450000,SP,28/05/2016,Brimbank,-37.7334,144.8254,Western Metropolitan,1202
Kealba,646000,S,29/04/2017,Brimbank,-37.7358,144.8217,Western Metropolitan,1202
Kealba,570000,S,29/04/2017,Brimbank,-37.7279,144.8224,Western Metropolitan,1202
Kealba,590000,SP,22/07/2017,Brimbank,-37.7364,144.82556,Western Metropolitan,1202
Kealba,750000,SP,3/09/2017,Brimbank,-37.73726,144.82998,Western Metropolitan,1202
Kealba,572000,S,23/09/2017,Brimbank,-37.73522,144.82044,Western Metropolitan,1202
Keilor,875000,SP,24/06/2017,Brimbank,-37.72302,144.83434,Western Metropolitan,2339
Keilor,895000,S,27/05/2017,Brimbank,-37.7143,144.8315,Western Metropolitan,2339
Keilor,775000,S,8/07/2017,Brimbank,-37.71796,144.827,Western Metropolitan,2339
Keilor,635000,S,8/07/2017,Brimbank,-37.71368,144.82082,Western Metropolitan,2339
Keilor,930000,S,15/07/2017,Brimbank,-37.72286,144.83252,Western Metropolitan,2339
Keilor,678500,S,9/09/2017,Brimbank,-37.71296,144.82223,Western Metropolitan,2339
Keilor,840000,S,16/09/2017,Brimbank,-37.72465,144.8359,Western Metropolitan,2339
Keilor,1125000,PI,26/08/2017,Brimbank,-37.72026,144.83143,Western Metropolitan,2339
Keilor,739000,S,26/08/2017,Brimbank,-37.71945,144.82418,Western Metropolitan,2339
Keilor Downs,810000,S,1/07/2017,Brimbank,-37.71424,144.7958,Western Metropolitan,3656
Keilor Downs,735000,SP,1/07/2017,Brimbank,-37.72321,144.80882,Western Metropolitan,3656
Keilor Downs,580000,SP,3/06/2017,Brimbank,-37.72188,144.81489,Western Metropolitan,3656
Keilor Downs,550000,VB,17/06/2017,Brimbank,-37.72343,144.81411,Western Metropolitan,3656
Keilor Downs,670000,S,24/06/2017,Brimbank,-37.72305,144.81074,Western Metropolitan,3656
Keilor Downs,575000,SP,24/06/2017,Brimbank,-37.72545,144.80397,Western Metropolitan,3656
Keilor Downs,790000,S,27/05/2017,Brimbank,-37.72394,144.8147,Western Metropolitan,3656
Keilor Downs,675000,S,8/07/2017,Brimbank,-37.72659,144.79668,Western Metropolitan,3656
Keilor Downs,620000,S,8/07/2017,Brimbank,-37.71575,144.80598,Western Metropolitan,3656
Keilor Downs,705000,PI,15/07/2017,Brimbank,-37.71757,144.81328,Western Metropolitan,3656
Keilor Downs,590000,VB,15/07/2017,Brimbank,-37.72483,144.8143,Western Metropolitan,3656
Keilor Downs,720000,S,9/09/2017,Brimbank,-37.72086,144.794,Western Metropolitan,3656
Keilor Downs,680000,S,23/09/2017,Brimbank,-37.72056,144.80825,Western Metropolitan,3656
Keilor Downs,683000,S,26/08/2017,Brimbank,-37.72474,144.79545,Western Metropolitan,3656
Keilor Downs,700000,PI,26/08/2017,Brimbank,-37.72649,144.80992,Western Metropolitan,3656
Keilor East,703000,S,3/09/2016,Moonee Valley,-37.7402,144.8591,Western Metropolitan,5629
Keilor East,650000,SP,3/09/2016,Moonee Valley,-37.7441,144.8503,Western Metropolitan,5629
Keilor East,770000,SP,3/12/2016,Moonee Valley,-37.7325,144.8621,Western Metropolitan,5629
Keilor East,480000,S,3/12/2016,Moonee Valley,-37.7424,144.8639,Western Metropolitan,5629
Keilor East,590000,S,3/12/2016,Moonee Valley,-37.7455,144.8484,Western Metropolitan,5629
Keilor East,900000,S,3/12/2016,Moonee Valley,-37.7506,144.8689,Western Metropolitan,5629
Keilor East,935000,S,4/03/2017,Moonee Valley,-37.738,144.869,Western Metropolitan,5629
Keilor East,700000,VB,4/03/2017,Moonee Valley,-37.7514,144.8731,Western Metropolitan,5629
Keilor East,675000,S,4/03/2017,Moonee Valley,-37.7496,144.8589,Western Metropolitan,5629
Keilor East,816000,S,4/03/2017,Moonee Valley,-37.7482,144.877,Western Metropolitan,5629
Keilor East,845000,S,4/06/2016,Moonee Valley,-37.7425,144.8683,Western Metropolitan,5629
Keilor East,725000,S,4/06/2016,Moonee Valley,-37.7411,144.8638,Western Metropolitan,5629
Keilor East,772000,S,7/05/2016,Moonee Valley,-37.7465,144.876,Western Metropolitan,5629
Keilor East,650000,SP,7/05/2016,Moonee Valley,-37.747,144.8663,Western Metropolitan,5629
Keilor East,757000,S,7/11/2016,Moonee Valley,-37.7295,144.8644,Western Metropolitan,5629
Keilor East,690000,S,8/10/2016,Moonee Valley,-37.7469,144.8526,Western Metropolitan,5629
Keilor East,785000,S,8/10/2016,Moonee Valley,-37.7504,144.8645,Western Metropolitan,5629
Keilor East,583000,S,10/09/2016,Moonee Valley,-37.7459,144.8643,Western Metropolitan,5629
Keilor East,920000,S,10/09/2016,Moonee Valley,-37.7323,144.8683,Western Metropolitan,5629
Keilor East,880000,S,10/12/2016,Moonee Valley,-37.7435,144.8798,Western Metropolitan,5629
Keilor East,580000,S,10/12/2016,Moonee Valley,-37.7434,144.881,Western Metropolitan,5629
Keilor East,886000,S,10/12/2016,Moonee Valley,-37.7293,144.8659,Western Metropolitan,5629
Keilor East,970000,S,10/12/2016,Moonee Valley,-37.7467,144.8683,Western Metropolitan,5629
Keilor East,920000,SP,10/12/2016,Moonee Valley,-37.7479,144.8805,Western Metropolitan,5629
Keilor East,625000,S,10/12/2016,Moonee Valley,-37.7452,144.8511,Western Metropolitan,5629
Keilor East,825000,S,10/12/2016,Moonee Valley,-37.7338,144.8662,Western Metropolitan,5629
Keilor East,695000,S,11/02/2017,Moonee Valley,-37.7445,144.8511,Western Metropolitan,5629
Keilor East,915000,S,11/03/2017,Moonee Valley,-37.7359,144.868,Western Metropolitan,5629
Keilor East,976000,S,12/11/2016,Moonee Valley,-37.7459,144.8788,Western Metropolitan,5629
Keilor East,520000,S,12/11/2016,Moonee Valley,-37.7384,144.8768,Western Metropolitan,5629
Keilor East,1420000,S,12/11/2016,Moonee Valley,-37.7453,144.8721,Western Metropolitan,5629
Keilor East,900000,S,12/11/2016,Moonee Valley,-37.7301,144.8671,Western Metropolitan,5629
Keilor East,470000,VB,13/08/2016,Moonee Valley,-37.7337,144.8617,Western Metropolitan,5629
Keilor East,1100000,PI,14/05/2016,Moonee Valley,-37.7497,144.8746,Western Metropolitan,5629
Keilor East,470000,SP,14/05/2016,Moonee Valley,-37.748,144.863,Western Metropolitan,5629
Keilor East,380000,S,14/05/2016,Moonee Valley,-37.748,144.8696,Western Metropolitan,5629
Keilor East,560000,S,14/05/2016,Moonee Valley,-37.7459,144.8673,Western Metropolitan,5629
Keilor East,1010000,S,14/05/2016,Moonee Valley,-37.7502,144.8745,Western Metropolitan,5629
Keilor East,740000,S,15/10/2016,Moonee Valley,-37.7426,144.8599,Western Metropolitan,5629
Keilor East,630000,S,16/04/2016,Moonee Valley,-37.7504,144.8594,Western Metropolitan,5629
Keilor East,835000,S,16/04/2016,Moonee Valley,-37.7452,144.8652,Western Metropolitan,5629
Keilor East,705000,S,16/04/2016,Moonee Valley,-37.7517,144.8776,Western Metropolitan,5629
Keilor East,680000,SP,18/03/2017,Moonee Valley,-37.749,144.8599,Western Metropolitan,5629
Keilor East,871000,S,18/06/2016,Moonee Valley,-37.7361,144.8691,Western Metropolitan,5629
Keilor East,808000,S,18/06/2016,Moonee Valley,-37.748,144.8552,Western Metropolitan,5629
Keilor East,891000,S,18/06/2016,Moonee Valley,-37.7505,144.8657,Western Metropolitan,5629
Keilor East,785000,S,18/06/2016,Moonee Valley,-37.7311,144.8663,Western Metropolitan,5629
Keilor East,695000,S,19/11/2016,Moonee Valley,-37.734,144.8593,Western Metropolitan,5629
Keilor East,807000,S,22/05/2016,Moonee Valley,-37.7393,144.8648,Western Metropolitan,5629
Keilor East,502000,S,22/05/2016,Moonee Valley,-37.7346,144.8646,Western Metropolitan,5629
Keilor East,770000,S,22/05/2016,Moonee Valley,-37.7428,144.8536,Western Metropolitan,5629
Keilor East,700000,PI,22/05/2016,Moonee Valley,-37.7423,144.869,Western Metropolitan,5629
Keilor East,570000,SP,22/05/2016,Moonee Valley,-37.7408,144.8553,Western Metropolitan,5629
Keilor East,830000,S,22/08/2016,Moonee Valley,-37.7394,144.8628,Western Metropolitan,5629
Keilor East,600000,S,22/08/2016,Moonee Valley,-37.7498,144.8585,Western Metropolitan,5629
Keilor East,825000,S,23/04/2016,Moonee Valley,-37.7378,144.8705,Western Metropolitan,5629
Keilor East,680000,S,23/04/2016,Brimbank,-37.742,144.8523,Western Metropolitan,5629
Keilor East,720000,SP,24/09/2016,Moonee Valley,-37.7334,144.8638,Western Metropolitan,5629
Keilor East,735000,SP,24/09/2016,Moonee Valley,-37.7381,144.8554,Western Metropolitan,5629
Keilor East,875000,PI,26/07/2016,Moonee Valley,-37.7362,144.8643,Western Metropolitan,5629
Keilor East,601200,S,27/06/2016,Moonee Valley,-37.7303,144.8636,Western Metropolitan,5629
Keilor East,695000,S,27/06/2016,Brimbank,-37.7483,144.85,Western Metropolitan,5629
Keilor East,680000,S,27/06/2016,Moonee Valley,-37.7305,144.8646,Western Metropolitan,5629
Keilor East,660000,PI,27/11/2016,Moonee Valley,-37.7444,144.8763,Western Metropolitan,5629
Keilor East,650000,S,27/11/2016,Moonee Valley,-37.7432,144.8816,Western Metropolitan,5629
Keilor East,900000,S,27/11/2016,Moonee Valley,-37.7312,144.8685,Western Metropolitan,5629
Keilor East,823000,S,27/11/2016,Moonee Valley,-37.7486,144.8778,Western Metropolitan,5629
Keilor East,847000,S,28/05/2016,Moonee Valley,-37.7368,144.8689,Western Metropolitan,5629
Keilor East,705000,S,28/05/2016,Moonee Valley,-37.7449,144.8533,Western Metropolitan,5629
Keilor East,710000,SP,28/08/2016,Moonee Valley,-37.7415,144.8668,Western Metropolitan,5629
Keilor East,732000,S,28/08/2016,Moonee Valley,-37.7479,144.8763,Western Metropolitan,5629
Keilor East,715000,SP,30/07/2016,Moonee Valley,-37.7487,144.8526,Western Metropolitan,5629
Keilor East,843000,S,8/04/2017,Moonee Valley,-37.7473,144.8555,Western Metropolitan,5629
